id,name,pos,team,set-id,set-userid,set-name,ssn-gms,ssn-ssn,pass-2pt,pass-att,pass-cmp,pass-1d,pass-int,pass-sck,pass-td,pass-yds,rush-2pt,rush-car,rush-1d,rush-td,rush-yds,rec-2pt,rec-1d,rec-rec,rec-tgt,rec-td,rec-yds,fum-lost,kck-xpa,kck-xpc,kck-xpm,kck-fga,kck-fgc,kck-fgm,idp-2pr,idp-ast,idp-blk,idp-fmr,idp-fmf,idp-int,idp-pd,idp-sck,idp-saf,idp-tac,idp-tfl,idp-td,tmd-2pr,tmd-blk,tmd-fmf,tmd-fmr,tmd-int,tmd-pa,tmd-sck,tmd-saf,tmd-td,tmd-ya,pr-td,pr-yds,kr-td,kr-yds
OluoFo99,Foyesade Oluokun,lb,JAX,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,2,1.9,6.2,2,0,115,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FranZa99,Zaire Franklin,lb,GB,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1.2,1,0.3,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BaunZa99,Zack Baun,lb,PHI,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1.7,2,1.3,6.5,1.6,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmitRo98,Roquan Smith,lb,BAL,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0.7,0.7,1.5,6,3,0,103,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpilRo99,Robert Spillane,lb,NE,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1.1,1,1,4.5,1.2,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BernTe99,Terrel Bernard,lb,BUF,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1.2,1,0.1,6.1,0.8,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WalkQu99,Quay Walker,lb,LV,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,1,2,1,6,2,0,94,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BoltNi99,Nick Bolton,lb,KC,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0.8,1.2,1,5,1.2,0,90,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OkerBo99,Bobby Okereke,lb,FA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1,1,1.3,7,2,0,90,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlShAz99,Azeez Al-Shaair,lb,HOU,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0.8,1,1,5.5,1,0,87,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CashBl99,Blake Cashman,lb,MIN,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1.1,0.8,1,6,1.5,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QueePa99,Patrick Queen,lb,PIT,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,1.5,1,5.2,2.2,0,88,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BrooJo99,Jordyn Brooks,lb,MIA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0.2,0.8,0.9,6,1.3,0,101,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JoneEr99,Ernest Jones IV,lb,SEA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,1,2.2,6.7,1.4,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoopEd99,Edgerrin Cooper,lb,GB,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1.2,1,0.9,5,0.7,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CampJa99,Jack Campbell,lb,DET,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,1.4,1.5,1.1,7,1.9,0,86,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WillQu97,Quincy Williams,lb,CLE,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0.8,2,0.5,4.2,1.1,0,70,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EdmuTr99,Tremaine Edmunds,lb,NYG,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0.9,0.8,1.3,8,1,0,84,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HenlDa99,Daiyan Henley,lb,LAC,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0.5,0.5,0.9,5.8,0.9,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BartCo99,Cody Barton,lb,TEN,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0.7,0.8,1,5,0.8,0,83,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BateJe99,Jessie Bates III,s,ATL,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.5,1,3,11,0,0,82,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EdwaTJ99,T.J. Edwards,lb,CHI,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0.7,0.9,1,6.4,1,0,81,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WarnFr99,Fred Warner,lb,SF,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6,0,2,1.5,1.4,6,1,0,81,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BlanRe99,Reed Blankenship,s,HOU,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0.5,2,8,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WernPe99,Pete Werner,lb,NO,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.8,1.1,0.5,5,0.5,0,80,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LuvuFr99,Frankie Luvu,lb,WAS,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,1,1.2,0.5,3.5,5.8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GreeDr99,Dre Greenlaw,lb,SF,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,1,0.7,4,0.3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WagnBo99,Bobby Wagner,lb,FA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1.1,1,0.9,4.2,2.5,0,80,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SherJa99,Jamien Sherwood,lb,NYJ,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0.7,1.1,0.6,4,0.8,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BakeBu99,Budda Baker,s,ARI,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,1,2.2,7.5,1,0,69,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DodsTy99,Tyrel Dodson,lb,MIA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1.1,1.2,0.4,5,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MilaMa99,Matt Milano,lb,FA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0.6,0.9,5,1.1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PaceIv98,Ivan Pace Jr.,lb,MIN,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,1,0.7,4,1.5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JameDe99,Derwin James Jr.,s,LAC,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,0,1,3,2.8,8,3.5,0,77,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BrisJa99,Jaquan Brisker,s,PIT,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,1,2,7,2.5,0,75,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LloyDe99,Devin Lloyd,lb,CAR,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,0.4,1.9,7,1.1,0,89,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KnigTy99,Tyrice Knight,lb,SEA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0.6,0.4,0.6,5,0.7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PitrJa99,Jalen Pitre,s,HOU,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,1.3,2,10,1,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FitzMi99,Minkah Fitzpatrick,s,NYJ,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0.5,2.1,10,0.3,0,61,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LoveJu99,Julian Love,s,SEA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0.5,0.5,1.8,5.4,0.8,0,71,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MeteJo99,Joshua Metellus,s,MIN,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,2.2,1.5,5,2,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HamiKy99,Kyle Hamilton,s,BAL,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.6,2,2,10,1.7,0,70,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CurlKa99,Kam Curl,s,LAR,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0.3,0.8,1,5.5,1,0,70,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ElliKa99,Kaden Elliss,lb,NO,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,1.2,0.5,4,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HollJe98,Jevón Holland,s,NYG,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0.7,0.9,2.5,11,1.1,0,70,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThomJa98,Jalen Thompson,s,DAL,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.6,1,1.3,6,0.5,0,55,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PratGe99,Germaine Pratt,lb,FA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,1,1,6,0.5,0,40,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MoehTr99,Tre'von Moehrig,s,CAR,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0.3,0.3,1.5,9,0.3,0,69,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SingAl98,Alex Singleton,lb,DEN,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0.5,0.7,3,0,0,69,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ByarKe99,Kevin Byard III,s,NE,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,1,3.8,11,0.8,0,68,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BranBr99,Brian Branch,s,DET,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,2,8,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WilsPa99,Payton Wilson,lb,PIT,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0.5,0.5,0.8,6,1.1,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrosNi99,Nick Cross,s,WAS,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0.6,1,1.4,7,1.2,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TranDr99,Drue Tranquill,lb,KC,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0.6,1,0.3,4,2.2,0,65,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WilsDo99,Donovan Wilson,s,FA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0.4,1.5,0.9,4,0.8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WinfAn98,Antoine Winfield Jr,s,TB,65134,941105,Joseph Haggan,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,1.7,2.3,9,3.2,0,65,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NubiTy99,Tyler Nubin,s,NYG,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0.6,1.2,1.3,7.8,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RamsJa99,Jalen Ramsey,cb,PIT,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,3,2,11,0,0,63,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JohnTa97,Taron Johnson,cb,LV,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0.3,1,1,9,1.3,0,62,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DelpGr99,Grant Delpit,s,CLE,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0.6,1,1.5,9,1,0,62,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCrRo99,Roger McCreary,cb,DET,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,9,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmitHa98,Harrison Smith,s,FA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.7,0.9,2.5,9,1.5,0,61,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HufaTa99,Talanoa Hufanga,s,DEN,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1.2,2,2,6.5,1.8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MartNi99,Nick Martin,lb,SF,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1.1,0,2,0.7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EmmaNi99,Nick Emmanwori,s,SEA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1.8,2,1.7,8,2.1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McFaMi98,Micah McFadden,lb,NYG,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1.1,0.8,0.6,4,0.8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeabDi99,Divine Deablo,lb,ATL,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0.8,0.7,0.7,5,0.4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SamuAs98,Asante Samuel Jr,cb,PIT,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.1,0.1,3,13,0,0,60,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AnzaAl99,Alex Anzalone,lb,TB,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.5,0.5,0.5,4,1,0,60,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmitTy96,Tykee Smith,s,TB,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1.2,1.7,1.7,6.4,1.5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HumpMa99,Marlon Humphrey,cb,BAL,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0.8,2,2.3,10,1,0,59,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BattJo99,Jordan Battle,s,CIN,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.9,1,1,6,0.8,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TavaJa99,Jahlani Tavai,lb,JAX,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0.4,0.8,0.4,3.7,0.3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SchwCa99,Carson Schwesinger,lb,CLE,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,1.3,1.2,0.8,6.5,1.8,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VanGAn99,Andrew Van Ginkel,de,MIN,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1.9,1.1,0.4,4,9.5,0,59,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McKiXa99,Xavier McKinney,s,GB,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0.5,0.8,1.8,8.2,0.5,0,58,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColsJu99,Junior Colson,lb,LAC,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0.3,0.4,0.4,4,0.9,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaviDe97,Demario Davis,lb,NYJ,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,2,0.7,0.2,5,3.5,0,58,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SimpTr99,Trenton Simpson,lb,BAL,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0.5,0.8,4,0.7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SneeLJ99,L'Jarius Sneed,cb,KC,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,2.7,10,1,0,41,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BakeJe99,Jerome Baker,lb,FA,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.7,1.5,0.5,3.3,0.8,0,38,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PinnJa99,Jason Pinnock,s,NYG,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.7,1,1.5,5,1.2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TootHe98,Henry To'oTo'o,lb,HOU,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0.7,0.6,0.3,4.5,0.6,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HillDa98,Dax Hill,cb,CIN,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0.8,1.7,9,0.6,0,56,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaviAk98,Akeem Davis-Gaither,lb,IND,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0.1,0.1,0.4,3.5,0.8,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WattXa99,Xavier Watts,s,ATL,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1.5,1.3,2.8,7,0.6,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DougRa99,Rasul Douglas,cb,WAS,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0.1,0.3,3.1,11,0.1,0,55,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReidJu99,Justin Reid,s,NO,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.7,1,1.7,9,0.5,0,55,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReedD.99,D.J. Reed,cb,DET,65134,941105,Joseph Haggan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.8,0.5,2,10.5,0.3,0,55,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
